"Index","AMSC.Close"
2008-12-05,14.33
2008-12-08,16.13
2008-12-09,15.02
2008-12-10,15.5
2008-12-11,14.01
2008-12-12,15.02
2008-12-15,14.32
2008-12-16,15.74
2008-12-17,15.83
2008-12-18,15.99
2008-12-19,16.45
2008-12-22,16.06
2008-12-23,16.52
2008-12-24,16.61
2008-12-26,16.88
2008-12-29,15.75
2008-12-30,15.56
2008-12-31,16.31
2009-01-02,17.15
2009-01-05,17.45
2009-01-06,18.7
2009-01-07,17.78
2009-01-08,18.1
2009-01-09,17.41
2009-01-12,15.9
2009-01-13,16.6
2009-01-14,15.09
2009-01-15,16.68
2009-01-16,17.18
2009-01-20,17.19
2009-01-21,16.4
2009-01-22,15.41
2009-01-23,15.5
2009-01-26,16.06
2009-01-27,16.37
2009-01-28,16.95
2009-01-29,16.8
2009-01-30,16.18
2009-02-02,15.98
2009-02-03,16.56
2009-02-04,16.14
2009-02-05,16.91
2009-02-06,18.21
2009-02-09,18.55
2009-02-10,17.77
2009-02-11,18.04
2009-02-12,18.34
2009-02-13,18.7
2009-02-17,18.2
2009-02-18,18.17
2009-02-19,17.1
2009-02-20,16.88
2009-02-23,15.04
2009-02-24,16.17
2009-02-25,15.19
2009-02-26,14.97
2009-02-27,13.46
2009-03-02,12.31
2009-03-03,12.94
2009-03-04,14.57
2009-03-05,13.28
2009-03-06,13.45
2009-03-09,13.28
2009-03-10,15.29
2009-03-11,16.01
2009-03-12,16.55
2009-03-13,16.5
2009-03-16,16.19
2009-03-17,16.54
2009-03-18,17.1
2009-03-19,16.92
2009-03-20,15.48
2009-03-23,16.84
2009-03-24,15.91
2009-03-25,16.79
2009-03-26,18.65
2009-03-27,17.1
2009-03-30,16.47
2009-03-31,17.31
2009-04-01,18
2009-04-02,19.48
2009-04-03,19.58
2009-04-06,18.98
2009-04-07,17.24
2009-04-08,18.06
2009-04-09,19.15
2009-04-13,19.22
2009-04-14,18.25
2009-04-15,18.57
2009-04-16,19.36
2009-04-17,20.44
