"Index","ACFC.Close"
2012-02-22,2.2
2012-02-23,2.21
2012-02-24,2.19
2012-02-27,2.15
2012-02-28,2.14
2012-02-29,2.1
2012-03-01,2.1
2012-03-02,2.09
2012-03-05,2.2
2012-03-06,2.16
2012-03-07,2.16
2012-03-08,2.15
2012-03-09,2.15
2012-03-12,2.13
2012-03-13,2.3
2012-03-14,2.34
2012-03-15,2.34
2012-03-16,2.25
2012-03-19,2.5
2012-03-20,2.4
2012-03-21,2.5
2012-03-22,2.5
2012-03-23,2.5
2012-03-26,2.34
2012-03-27,2.35
2012-03-28,2.35
2012-03-29,2.45
2012-03-30,2.38
2012-04-02,2.5
2012-04-03,2.5
2012-04-04,2.5
2012-04-05,2.44
2012-04-09,2.3
2012-04-10,2.23
2012-04-11,2.25
2012-04-12,2.25
2012-04-13,2.2
2012-04-16,2.2
2012-04-17,2.14
2012-04-18,2.33
2012-04-19,2.33
2012-04-20,2.33
2012-04-23,2.33
2012-04-24,2.25
2012-04-25,2.17
2012-04-26,2.17
2012-04-27,2.1
2012-04-30,2.1
2012-05-01,2.1
2012-05-02,2.35
2012-05-03,2.16
2012-05-04,2.25
2012-05-07,2.19
2012-05-08,2.24
2012-05-09,2.24
2012-05-10,2.22
2012-05-11,2.22
2012-05-14,2.2
2012-05-15,2.2
2012-05-16,2.2
2012-05-17,2.2
2012-05-18,2.04
2012-05-21,2
2012-05-22,2
2012-05-23,1.81
2012-05-24,1.85
2012-05-25,2.18
2012-05-29,2.12
2012-05-30,2.34
2012-05-31,2.34
2012-06-01,2.35
2012-06-04,2.12
2012-06-05,2.12
2012-06-06,2.1
2012-06-07,2.1
2012-06-08,2.1
2012-06-11,2.25
2012-06-12,2.25
2012-06-13,2.27
2012-06-14,2.4
2012-06-15,2.4
2012-06-18,2.32
2012-06-19,2.32
2012-06-20,2.5
2012-06-21,2.47
2012-06-22,2.48
2012-06-25,2.5
2012-06-26,2.59
2012-06-27,2.56
2012-06-28,2.55
2012-06-29,2.31
2012-07-02,2.37
2012-07-03,2.37
2012-07-05,2.59
2012-07-06,2.35
2012-07-09,2.42
2012-07-10,2.59
2012-07-11,2.38
2012-07-12,2.58
2012-07-13,2.47
2012-07-16,2.6
2012-07-17,2.6
2012-07-18,2.58
2012-07-19,2.4
2012-07-20,2.4
2012-07-23,2.4
2012-07-24,2.4
2012-07-25,2.4
2012-07-26,2.4
2012-07-27,2.54
2012-07-30,2.5
2012-07-31,2.54
2012-08-01,2.59
2012-08-02,2.59
2012-08-03,2.59
2012-08-06,2.5
2012-08-07,2.52
2012-08-08,2.6
2012-08-09,2.49
2012-08-10,2.49
2012-08-13,2.45
2012-08-14,2.45
2012-08-15,2.41
2012-08-16,2.08
2012-08-17,2.25
2012-08-20,2.15
2012-08-21,2.35
2012-08-22,2.15
2012-08-23,2.18
2012-08-24,2.14
2012-08-27,2.14
2012-08-28,2.14
2012-08-29,2.1
2012-08-30,2.11
2012-08-31,1.85
2012-09-04,1.95
2012-09-05,1.99
2012-09-06,1.99
2012-09-07,1.97
2012-09-10,1.97
2012-09-11,1.96
2012-09-12,1.98
2012-09-13,2.1
2012-09-14,2.15
2012-09-17,2.07
2012-09-18,2.07
2012-09-19,2
2012-09-20,2.3
2012-09-21,2.3
2012-09-24,2.3
2012-09-25,2
2012-09-26,2.29
2012-09-27,2
2012-09-28,2.3
2012-10-01,2.23
2012-10-02,2
2012-10-03,2.02
2012-10-04,2.02
2012-10-05,2.31
2012-10-08,2.44
2012-10-09,2.18
2012-10-10,2.15
2012-10-11,2.19
2012-10-12,2.19
2012-10-15,2.19
2012-10-16,2.19
2012-10-17,2.19
2012-10-18,2.15
2012-10-19,2.15
2012-10-22,2.37
2012-10-23,1.96
2012-10-24,2.15
2012-10-25,1.95
2012-10-26,1.95
2012-10-31,1.95
2012-11-01,2.1
2012-11-02,2.1
2012-11-05,1.92
2012-11-06,2.1
2012-11-07,2.1
2012-11-08,2.1
2012-11-09,2.1
2012-11-12,2.1
2012-11-13,1.91
2012-11-14,2
2012-11-15,2.05
2012-11-16,2.44
2012-11-19,2.05
2012-11-20,2.04
2012-11-21,2.04
2012-11-23,2.16
2012-11-26,2.12
2012-11-27,2.05
2012-11-28,2.1
2012-12-04,2.08
2012-12-05,2.05
2012-12-06,2.05
2012-12-07,2.05
2012-12-10,1.93
2012-12-12,2.1
2012-12-14,1.96
2012-12-17,1.96
2012-12-20,2.55
2012-12-21,2.02
2012-12-24,2.14
2012-12-26,2.1
2012-12-27,2.19
2012-12-28,2.12
2012-12-31,2.01
2013-01-02,2.06
2013-01-03,2.01
2013-01-04,2.01
2013-01-07,2.17
2013-01-08,2.27
2013-01-09,2.25
2013-01-10,2.3
2013-01-11,2.3
2013-01-14,2.5
2013-01-15,2.35
2013-01-16,2.6
2013-01-17,2.5
2013-01-18,2.61
2013-01-22,2.7
2013-01-23,3.3
2013-01-24,3.7
2013-01-25,3.67
2013-01-28,3.6
2013-01-29,3.5
2013-01-31,3.47
2013-02-01,3.2
2013-02-04,3
2013-02-05,3.46
2013-02-06,3.46
2013-02-07,3.22
2013-02-08,3.1
2013-02-11,2.96
2013-02-12,3.12
2013-02-13,3.17
2013-02-14,3.32
2013-02-15,3.5
2013-02-19,3.6
2013-02-20,3.5
2013-02-21,3.54
2013-02-22,3.35
2013-02-25,3.54
2013-02-26,3.86
2013-02-27,3.84
2013-02-28,4.1
2013-03-01,4.16
2013-03-04,4.26
2013-03-05,4.18
2013-03-06,4.24
2013-03-07,4.25
2013-03-08,4.3
2013-03-11,4.35
2013-03-12,4.36
2013-03-13,4.3
2013-03-14,4.3
2013-03-15,4.38
2013-03-18,4.3
2013-03-19,4.34
2013-03-20,4.43
2013-03-21,4.64
2013-03-22,4.74
2013-03-25,4.8
2013-03-26,4.81
2013-03-27,4.67
2013-03-28,4.42
2013-04-01,4.56
2013-04-02,4.59
2013-04-03,4.54
2013-04-04,4.6
2013-04-05,4.52
2013-04-08,4.49
2013-04-09,4.55
2013-04-10,4.66
2013-04-11,4.47
2013-04-12,4.81
2013-04-15,4.78
2013-04-16,4.65
2013-04-17,4.38
2013-04-18,4.45
2013-04-19,4.54
2013-04-23,4.91
2013-04-24,4.95
2013-04-25,5
2013-04-26,4.97
2013-04-29,5.01
2013-04-30,4.99
2013-05-01,4.93
2013-05-02,4.98
2013-05-03,5.1
2013-05-06,5.5
2013-05-07,6.64
2013-05-08,5.87
2013-05-09,5.83
2013-05-10,5.8
2013-05-13,5.6
2013-05-14,5.63
2013-05-15,5.49
2013-05-16,5.29
2013-05-17,5.49
2013-05-20,5.35
2013-05-21,5.23
2013-05-22,5.17
2013-05-23,5.17
2013-05-28,5.02
2013-05-30,5.12
2013-05-31,5.01
2013-06-04,5.21
2013-06-05,5.16
2013-06-06,5.2
2013-06-07,5.05
2013-06-10,5.03
2013-06-11,5
2013-06-12,4.98
2013-06-13,4.9
2013-06-14,4.88
2013-06-17,5.05
2013-06-18,4.87
2013-06-19,4.9
2013-06-20,4.91
2013-06-21,5
2013-06-24,4.99
2013-06-26,4.97
2013-06-27,4.95
2013-06-28,4.89
2013-07-01,4.87
2013-07-02,4.88
2013-07-08,4.87
2013-07-09,4.9
2013-07-10,4.9
2013-07-11,4.88
2013-07-16,4.88
2013-07-17,4.88
2013-07-18,5.02
2013-07-19,5.04
2013-07-22,5.07
2013-07-23,5.16
2013-07-24,5.11
2013-07-25,5.07
2013-07-26,5.01
2013-07-29,4.97
2013-07-30,5.02
2013-07-31,4.85
2013-08-01,4.91
2013-08-02,4.67
2013-08-05,4.63
2013-08-06,4.67
2013-08-07,4.52
2013-08-08,4.29
2013-08-09,3.93
2013-08-12,4
2013-08-13,3.66
2013-08-14,3.77
2013-08-15,3.86
2013-08-16,4.1
2013-08-19,4.25
2013-08-20,4.25
2013-08-21,4.25
2013-08-23,4.21
2013-08-26,4.23
2013-08-27,4.19
2013-08-28,4.2
2013-08-29,4.15
2013-08-30,4.15
2013-09-03,4.05
2013-09-04,3.97
2013-09-05,4.38
2013-09-06,4.21
2013-09-11,3.95
2013-09-12,3.83
2013-09-13,3.7
2013-09-16,3.95
2013-09-18,3.67
2013-09-19,3.84
2013-09-20,3.84
2013-09-23,3.85
2013-09-24,3.74
2013-09-25,4.1
2013-09-26,4.14
2013-09-27,3.94
2013-10-01,3.95
2013-10-04,3.76
2013-10-07,3.76
2013-10-08,3.78
2013-10-10,3.88
2013-10-14,3.97
2013-10-15,3.78
2013-10-17,3.87
2013-10-18,3.99
2013-10-21,3.98
2013-10-22,3.82
2013-10-23,3.77
2013-10-24,3.99
2013-10-25,3.78
2013-10-28,3.77
2013-10-29,3.9
2013-10-30,3.75
2013-10-31,3.76
2013-11-04,3.79
2013-11-05,3.8
2013-11-06,3.8
2013-11-07,3.55
2013-11-08,3.6
2013-11-12,3.33
2013-11-13,3.35
2013-11-15,3.9
2013-11-19,3.46
2013-11-20,3.23
2013-11-21,3.2
2013-11-22,3.35
2013-11-25,3.46
2013-11-26,3.82
2013-11-27,3.88
2013-11-29,3.92
2013-12-02,3.94
2013-12-03,3.85
2013-12-04,3.83
2013-12-05,3.82
2013-12-06,3.84
2013-12-09,3.87
2013-12-10,3.94
2013-12-11,3.9
2013-12-12,4.02
2013-12-13,3.9
2013-12-16,3.93
2013-12-17,4
2013-12-18,4
2013-12-19,4
2013-12-20,4
2013-12-23,4.02
2013-12-24,3.95
2013-12-26,4.14
2013-12-27,4.14
2013-12-30,4.18
2013-12-31,4.33
2014-01-02,4.32
2014-01-03,4.4
2014-01-06,4.49
2014-01-07,4.5
2014-01-08,4.5
2014-01-09,4.3
2014-01-10,4.3
2014-01-13,4.12
2014-01-14,4.26
2014-01-15,4.37
2014-01-16,4.4
2014-01-17,4.42
2014-01-21,4.41
2014-01-22,4.34
2014-01-23,4.33
2014-01-24,4.25
2014-01-27,4.17
2014-01-28,4.06
2014-01-29,4.1
2014-01-30,4
2014-01-31,4.06
2014-02-03,4
2014-02-04,3.98
2014-02-05,3.99
2014-02-06,3.91
2014-02-07,3.87
2014-02-10,3.98
2014-02-11,3.94
2014-02-12,3.91
2014-02-13,4.09
2014-02-14,3.99
2014-02-18,4
2014-02-19,4.01
2014-02-20,4.01
2014-02-21,4.04
2014-02-24,3.98
2014-02-25,4.03
2014-02-26,4.05
2014-02-27,4
2014-02-28,4.1
2014-03-03,3.96
2014-03-04,4.07
2014-03-05,4
2014-03-06,3.88
2014-03-07,4.13
2014-03-10,4.1
2014-03-11,4.09
2014-03-12,4.03
2014-03-13,4.09
2014-03-14,4.03
2014-03-17,3.97
2014-03-18,3.96
2014-03-19,4.05
2014-03-20,4.04
2014-03-21,4.21
2014-03-24,3.97
2014-03-25,3.87
2014-03-26,3.85
2014-03-27,3.98
2014-03-28,4.15
2014-03-31,4.49
2014-04-01,4.2
2014-04-02,4.24
2014-04-03,4.17
2014-04-04,4.13
2014-04-07,4.12
2014-04-08,4.11
2014-04-10,4.15
2014-04-11,4.08
2014-04-14,4.04
2014-04-15,4.12
2014-04-16,4.14
2014-04-17,4.11
2014-04-21,4.24
2014-04-22,4.15
2014-04-23,4.25
2014-04-24,4.25
2014-04-25,4.25
2014-04-28,4.32
2014-04-29,4.12
2014-04-30,4.3
2014-05-01,4.15
2014-05-02,4.01
2014-05-05,4.04
2014-05-06,4.04
2014-05-07,4.09
2014-05-08,4.29
2014-05-12,4.2
2014-05-13,4.24
2014-05-14,4.17
2014-05-15,4.11
2014-05-16,4.18
2014-05-19,4.2
2014-05-20,4.16
2014-05-22,4.24
2014-05-23,4.12
2014-05-27,4.15
2014-05-28,4.24
2014-05-29,4.2
2014-05-30,4.28
2014-06-02,4.26
2014-06-03,4.25
2014-06-05,4.11
2014-06-06,4.25
2014-06-09,4.11
2014-06-10,4.09
2014-06-11,4.09
2014-06-12,4.08
2014-06-13,4.1
2014-06-16,4.16
2014-06-17,4.11
2014-06-18,4.19
2014-06-19,4.2
2014-06-20,4.18
2014-06-23,4.1
2014-06-24,4.05
2014-06-25,4.11
2014-06-26,4.06
2014-06-27,4.05
2014-06-30,4.06
2014-07-01,4.1
2014-07-02,4.05
2014-07-03,4.08
2014-07-07,4.09
2014-07-08,4.05
2014-07-09,4.12
2014-07-10,4.09
2014-07-11,4.06
2014-07-14,4.15
2014-07-15,4.14
2014-07-16,4.15
2014-07-17,4.03
2014-07-18,4.07
2014-07-21,4.07
2014-07-22,4.05
2014-07-23,4.08
2014-07-24,4.08
2014-07-25,4.06
2014-07-28,4.02
2014-07-29,4.02
2014-07-30,4.07
2014-07-31,4.17
2014-08-01,4.2
2014-08-04,4.2
2014-08-05,4.17
2014-08-06,4.15
2014-08-07,4.11
2014-08-08,4.13
2014-08-11,4.16
2014-08-12,4.16
2014-08-13,4.17
2014-08-14,4.18
2014-08-15,4.16
2014-08-18,4.18
2014-08-19,4.16
2014-08-20,4.18
2014-08-21,4.17
2014-08-22,4.18
2014-08-25,4.18
2014-08-26,4.16
2014-08-27,4.14
2014-08-28,4.15
2014-08-29,4.16
2014-09-02,4.11
2014-09-03,4.12
2014-09-04,4.14
2014-09-05,4.13
2014-09-08,4.03
2014-09-09,3.99
2014-09-10,3.96
2014-09-11,3.98
2014-09-12,3.95
2014-09-15,3.93
2014-09-16,4
2014-09-17,3.9
2014-09-18,3.92
2014-09-19,4
2014-09-22,3.97
2014-09-23,3.95
2014-09-24,3.94
2014-09-25,4.07
2014-09-26,4.07
2014-09-29,4.03
2014-09-30,4.08
2014-10-01,3.92
2014-10-02,3.93
2014-10-03,4
2014-10-06,4.04
2014-10-07,4
2014-10-08,3.99
2014-10-09,3.9
2014-10-10,3.88
2014-10-13,3.87
2014-10-14,3.88
2014-10-15,3.88
2014-10-16,3.83
2014-10-17,3.94
2014-10-20,3.94
2014-10-21,3.92
2014-10-22,3.9
2014-10-23,3.89
2014-10-24,3.85
2014-10-27,3.86
2014-10-28,3.83
2014-10-29,3.88
2014-10-30,3.97
2014-10-31,4.12
2014-11-03,4.06
2014-11-04,4.16
2014-11-05,4.15
2014-11-06,4.16
2014-11-07,4.07
2014-11-10,4.1
2014-11-11,4.13
2014-11-12,3.98
2014-11-13,3.97
2014-11-14,3.98
2014-11-17,4
2014-11-18,4.02
2014-11-19,4.18
2014-11-20,4.22
2014-11-21,4.1
2014-11-24,4.23
2014-11-25,4.22
2014-11-26,4.09
2014-11-28,3.97
2014-12-01,4.07
2014-12-02,4.13
2014-12-03,4.13
2014-12-04,4.05
2014-12-05,4.22
2014-12-08,4.22
2014-12-09,4.16
2014-12-10,4.15
2014-12-11,4.15
2014-12-12,3.98
2014-12-15,3.99
2014-12-16,4
2014-12-17,3.97
2014-12-18,4.1
2014-12-19,4
2014-12-22,4.14
2014-12-23,4.16
2014-12-24,4.16
2014-12-26,4.17
2014-12-29,3.97
2014-12-30,3.97
2014-12-31,3.97
2015-01-02,3.98
2015-01-05,3.98
2015-01-06,3.9
2015-01-07,3.99
2015-01-08,3.88
2015-01-09,3.95
2015-01-12,3.9
2015-01-13,3.85
