"Index","AMCC.Close"
2007-06-22,10.48
2007-06-25,10.16
2007-06-26,10.4
2007-06-27,10.32
2007-06-28,10.2
2007-06-29,10
2007-07-02,9.64
2007-07-03,9.84
2007-07-05,9.76
2007-07-06,11.2
2007-07-09,10.84
2007-07-10,11.12
2007-07-11,11.16
2007-07-12,11.4
2007-07-13,11.24
2007-07-16,11.12
2007-07-17,10.92
2007-07-18,11.44
2007-07-19,12.08
2007-07-20,11.88
2007-07-23,11.92
2007-07-24,12
2007-07-25,11.88
2007-07-26,11.28
2007-07-27,11.44
2007-07-30,11.72
2007-07-31,11.68
2007-08-01,11.44
2007-08-02,11.44
2007-08-03,11.36
2007-08-06,11.24
2007-08-07,11
2007-08-08,11.96
2007-08-09,11.64
2007-08-10,11.44
2007-08-13,11.68
2007-08-14,12
2007-08-15,11.88
2007-08-16,11.2
2007-08-17,11.56
2007-08-20,11.44
2007-08-21,11.08
2007-08-22,11.24
2007-08-23,11.04
2007-08-24,11.16
2007-08-27,11.08
2007-08-28,10.92
2007-08-29,11.24
2007-08-30,10.96
2007-08-31,11.4
2007-09-04,11.72
2007-09-05,11.48
2007-09-06,11.56
2007-09-07,11.64
2007-09-10,11.68
2007-09-11,11.92
2007-09-12,12.32
2007-09-13,12.2
2007-09-14,12
2007-09-17,12.04
2007-09-18,12.32
2007-09-19,12.52
2007-09-20,12.44
2007-09-21,12.72
2007-09-24,12.64
2007-09-25,12.68
2007-09-26,12.36
2007-09-27,12.24
2007-09-28,12.64
2007-10-01,12.72
2007-10-02,12.28
2007-10-03,12.44
2007-10-04,12.4
2007-10-05,12.64
2007-10-08,12.76
2007-10-09,13.12
2007-10-10,13.12
2007-10-11,12.92
2007-10-12,13
2007-10-15,12.76
2007-10-16,12.68
2007-10-17,12.88
2007-10-18,13.68
2007-10-19,13.12
2007-10-22,13.16
2007-10-23,13.32
2007-10-24,12.96
2007-10-25,12.92
2007-10-26,12.88
2007-10-29,12.84
2007-10-30,12.84
2007-10-31,12.88
2007-11-01,12.2
2007-11-02,12.28
2007-11-05,11.96
2007-11-06,12.52
2007-11-07,12.12
2007-11-08,11
2007-11-09,10.96
2007-11-12,9.48
2007-11-13,10.28
2007-11-14,9.76
2007-11-15,9.96
2007-11-16,9.8
2007-11-19,9.68
2007-11-20,9.6
2007-11-21,9.6
2007-11-23,9.84
2007-11-26,9.72
2007-11-27,10.08
2007-11-28,10.16
2007-11-29,10
2007-11-30,10.04
2007-12-03,9.8
2007-12-04,9.56
2007-12-05,9.68
2007-12-06,9.92
2007-12-07,9.92
2007-12-10,9.76
2007-12-11,10.18
2007-12-12,9.9
2007-12-13,9.59
2007-12-14,9.22
2007-12-17,8.94
2007-12-18,9.03
2007-12-19,9.23
2007-12-20,9.36
2007-12-21,9.57
2007-12-24,9.57
2007-12-26,9.52
2007-12-27,9.25
2007-12-28,9
2007-12-31,8.74
2008-01-02,8.5
2008-01-03,8.33
2008-01-04,7.81
2008-01-07,7.39
2008-01-08,6.99
2008-01-09,7.19
2008-01-10,7.24
2008-01-11,7.07
2008-01-14,7.24
2008-01-15,6.93
2008-01-16,7.37
2008-01-17,7.8
2008-01-18,7.92
2008-01-22,7.77
2008-01-23,8.24
2008-01-24,8.87
2008-01-25,8.08
2008-01-28,8.24
2008-01-29,8
2008-01-30,7.9
2008-01-31,8.03
2008-02-01,8.32
2008-02-04,8.09
2008-02-05,7.73
2008-02-06,7.26
2008-02-07,7.78
2008-02-08,7.66
2008-02-11,7.87
2008-02-12,7.72
2008-02-13,7.99
2008-02-14,7.75
2008-02-15,7.68
2008-02-19,7.55
2008-02-20,7.64
2008-02-21,7.47
2008-02-22,7.47
2008-02-25,7.61
2008-02-26,7.63
2008-02-27,7.67
2008-02-28,7.65
2008-02-29,7.43
2008-03-03,7.05
2008-03-04,7.25
2008-03-05,7.23
2008-03-06,6.96
2008-03-07,6.86
2008-03-10,6.61
2008-03-11,7.03
2008-03-12,7.22
2008-03-13,7.38
2008-03-14,7.15
2008-03-17,7.03
2008-03-18,7.37
2008-03-19,7.08
2008-03-20,7.32
2008-03-24,7.54
2008-03-25,7.6
2008-03-26,7.52
2008-03-27,7.27
2008-03-28,7.1
2008-03-31,7.18
2008-04-01,7.55
2008-04-02,7.59
2008-04-03,7.77
2008-04-04,7.83
2008-04-07,7.79
2008-04-08,7.58
2008-04-09,7.62
2008-04-10,7.86
2008-04-11,7.57
2008-04-14,7.61
2008-04-15,7.78
2008-04-16,8.16
2008-04-17,8.18
2008-04-18,8.43
2008-04-21,8.53
2008-04-22,8.32
2008-04-23,8.71
2008-04-24,8.74
2008-04-25,8.64
2008-04-28,8.94
2008-04-29,8.88
2008-04-30,8.76
2008-05-01,9.32
2008-05-02,8.5
2008-05-05,8.31
2008-05-06,8.63
2008-05-07,8.38
2008-05-08,8.33
2008-05-09,8.88
2008-05-12,8.86
2008-05-13,8.75
2008-05-14,8.87
2008-05-15,9.06
2008-05-16,8.98
2008-05-19,8.93
2008-05-20,8.9
2008-05-21,8.74
2008-05-22,8.72
2008-05-23,8.69
2008-05-27,8.93
2008-05-28,9.19
2008-05-29,9.6
2008-05-30,9.81
2008-06-02,9.78
2008-06-03,9.57
2008-06-04,9.86
2008-06-05,9.83
2008-06-06,9.52
2008-06-09,9.3
2008-06-10,9.29
2008-06-11,8.95
2008-06-12,8.97
2008-06-13,9.2
2008-06-16,9.59
2008-06-17,9.34
2008-06-18,9.11
2008-06-19,9.34
2008-06-20,9.41
2008-06-23,9.08
2008-06-24,9.05
2008-06-25,9.23
2008-06-26,8.85
2008-06-27,8.53
2008-06-30,8.56
2008-07-01,8.36
2008-07-02,7.89
2008-07-03,7.98
2008-07-07,8.13
2008-07-08,8.36
2008-07-09,8.08
2008-07-10,7.86
2008-07-11,7.93
2008-07-14,7.72
2008-07-15,7.93
2008-07-16,8.04
2008-07-17,8.48
2008-07-18,8.48
2008-07-21,8.56
2008-07-22,8.55
2008-07-23,8.45
2008-07-24,8.15
2008-07-25,8.31
2008-07-28,8.08
2008-07-29,7.99
2008-07-30,7.69
2008-07-31,7.76
2008-08-01,7.67
2008-08-04,7.77
2008-08-05,7.83
2008-08-06,7.92
2008-08-07,7.98
2008-08-08,8.19
2008-08-11,8.55
2008-08-12,8.72
2008-08-13,8.62
2008-08-14,8.69
2008-08-15,8.57
2008-08-18,8.33
2008-08-19,8.18
2008-08-20,8.21
2008-08-21,8.25
2008-08-22,8.39
2008-08-25,8.21
2008-08-26,8.25
2008-08-27,8.1
2008-08-28,8.17
2008-08-29,7.96
2008-09-02,7.84
2008-09-03,7.57
2008-09-04,7.13
2008-09-05,6.96
2008-09-08,6.94
2008-09-09,6.73
2008-09-10,6.77
2008-09-11,6.73
2008-09-12,6.85
2008-09-15,6.65
2008-09-16,6.77
2008-09-17,6.31
2008-09-18,6.23
2008-09-19,6.59
2008-09-22,6.24
2008-09-23,6.21
2008-09-24,6.21
2008-09-25,6.28
2008-09-26,6.37
2008-09-29,5.77
2008-09-30,5.98
2008-10-01,5.74
2008-10-02,5.33
2008-10-03,5.22
2008-10-06,5.35
2008-10-07,5.12
2008-10-08,5.33
2008-10-09,5.1
2008-10-10,5.41
2008-10-13,5.72
2008-10-14,5.46
2008-10-15,5.04
2008-10-16,5.45
2008-10-17,5.11
2008-10-20,5.07
2008-10-21,4.85
2008-10-22,4.69
2008-10-23,4.65
2008-10-24,4.38
2008-10-27,4.32
2008-10-28,4.94
2008-10-29,4.72
2008-10-30,4.71
2008-10-31,5.11
2008-11-03,5.23
2008-11-04,5.4
2008-11-05,5.26
2008-11-06,4.79
2008-11-07,4.85
2008-11-10,4.54
2008-11-11,4.47
2008-11-12,4.15
2008-11-13,4.62
2008-11-14,4.25
2008-11-17,4.11
2008-11-18,3.99
2008-11-19,3.6
2008-11-20,3.27
2008-11-21,3.19
2008-11-24,3.37
2008-11-25,3.47
2008-11-26,3.7
2008-11-28,3.7
2008-12-01,3.23
2008-12-02,3.33
2008-12-03,3.29
2008-12-04,3.17
2008-12-05,3.32
2008-12-08,3.6
2008-12-09,3.55
2008-12-10,3.63
2008-12-11,4.08
2008-12-12,4.19
2008-12-15,4.01
2008-12-16,4.32
2008-12-17,4.44
2008-12-18,4.21
2008-12-19,4.23
2008-12-22,4.37
2008-12-23,4.13
2008-12-24,3.85
2008-12-26,3.74
2008-12-29,3.7
2008-12-30,3.83
2008-12-31,3.93
2009-01-02,4.13
2009-01-05,4.11
2009-01-06,4.54
2009-01-07,4.68
2009-01-08,4.84
2009-01-09,5.31
2009-01-12,5.03
2009-01-13,5.39
2009-01-14,5.03
2009-01-15,4.77
2009-01-16,4.27
2009-01-20,4.1
2009-01-21,4.16
2009-01-22,3.98
2009-01-23,4.39
2009-01-26,4.37
2009-01-27,4.43
2009-01-28,4.71
2009-01-29,4.4
2009-01-30,4
2009-02-02,4.09
2009-02-03,4.05
2009-02-04,4.06
2009-02-05,4.15
2009-02-06,4.4
2009-02-09,4.19
2009-02-10,4.07
2009-02-11,4.09
2009-02-12,4.24
2009-02-13,4.38
2009-02-17,4.05
2009-02-18,4.03
