"Index","HTY.Close"
2010-03-16,12.54
2010-03-17,12.59
2010-03-18,12.53
2010-03-19,12.55
2010-03-22,12.59
2010-03-23,12.78
2010-03-24,12.65
2010-03-25,12.79
2010-03-26,13.02
2010-03-29,12.92
2010-03-30,13
2010-03-31,13.02
2010-04-01,12.86
2010-04-05,12.89
2010-04-06,12.93
2010-04-07,12.9
2010-04-08,12.95
2010-04-09,13.04
2010-04-12,13.07
2010-04-13,13.06
2010-04-14,13.02
2010-04-15,12.92
2010-04-16,12.83
2010-04-19,12.72
2010-04-20,12.69
2010-04-21,12.78
2010-04-22,12.64
2010-04-23,12.97
2010-04-26,12.96
2010-04-27,12.72
2010-04-28,12.74
2010-04-29,12.9
2010-04-30,12.73
2010-05-03,12.68
2010-05-04,12.37
2010-05-05,12.01
2010-05-06,10.87
2010-05-07,11.13
2010-05-10,11.68
2010-05-11,11.99
2010-05-12,12.26
2010-05-13,12.52
2010-05-14,12.05
2010-05-17,11.97
2010-05-18,11.95
2010-05-19,11.45
2010-05-20,10.95
2010-05-21,10.91
2010-05-24,10.93
2010-05-25,10.9
2010-05-26,11.2
2010-05-27,11.55
2010-05-28,11.59
2010-06-01,11.43
2010-06-02,11.7
2010-06-03,11.73
2010-06-04,11.37
2010-06-07,11.17
2010-06-08,11.18
2010-06-09,10.7
2010-06-10,10.92
2010-06-11,11
2010-06-14,11.01
2010-06-15,11.23
2010-06-16,11.22
2010-06-17,11.41
2010-06-18,11.48
2010-06-21,11.24
2010-06-22,11.17
2010-06-23,11.11
2010-06-24,11.05
2010-06-25,11.29
2010-06-28,11.4
2010-06-29,11.17
2010-06-30,11.34
2010-07-01,11.19
2010-07-02,11.24
2010-07-06,11.33
2010-07-07,11.38
2010-07-08,11.51
2010-07-09,11.65
2010-07-12,11.71
2010-07-13,11.77
2010-07-14,11.76
2010-07-15,11.81
2010-07-16,11.85
2010-07-19,11.8
2010-07-20,11.8
2010-07-21,11.77
2010-07-22,11.88
2010-07-23,11.81
2010-07-26,11.94
2010-07-27,12.13
2010-07-28,12.1
2010-07-29,12.07
2010-07-30,12.18
2010-08-02,12.32
2010-08-03,12.29
2010-08-04,12.44
2010-08-05,12.43
2010-08-06,12.32
2010-08-09,12.44
2010-08-10,12.35
2010-08-11,12.16
2010-08-12,12.04
2010-08-13,12.18
2010-08-16,12.3
2010-08-17,12.46
2010-08-18,12.49
2010-08-19,12.44
2010-08-20,12.36
2010-08-23,12.22
2010-08-24,12.31
2010-08-25,12.15
2010-08-26,12.17
2010-08-27,12.33
2010-08-30,12.1
2010-08-31,12.25
2010-09-01,12.56
2010-09-02,12.65
2010-09-03,12.62
2010-09-07,12.6
2010-09-08,12.76
2010-09-09,12.71
2010-09-10,12.84
2010-09-13,12.68
2010-09-14,12.67
2010-09-15,12.78
2010-09-16,12.69
2010-09-17,12.81
2010-09-20,12.79
2010-09-21,12.69
2010-09-22,12.64
2010-09-23,12.68
2010-09-24,12.87
2010-09-27,12.71
2010-09-28,12.75
2010-09-29,12.95
2010-09-30,12.92
2010-10-01,12.99
2010-10-04,12.85
2010-10-05,12.96
2010-10-06,12.98
2010-10-07,12.96
2010-10-08,13.04
2010-10-11,13.2
2010-10-12,13.14
2010-10-13,13.2
2010-10-14,13.07
2010-10-15,13.03
2010-10-18,13.04
2010-10-19,12.84
2010-10-20,13.22
2010-10-21,13.28
2010-10-22,13.21
2010-10-25,13.25
2010-10-26,13.37
2010-10-27,13.27
2010-10-28,13.37
2010-10-29,13.53
2010-11-01,13.71
2010-11-02,13.72
2010-11-03,13.63
2010-11-04,14.05
2010-11-05,14.3
2010-11-08,14.01
2010-11-09,14.08
2010-11-10,13.99
2010-11-11,14.05
2010-11-12,13.75
2010-11-15,14
2010-11-16,13.59
2010-11-17,13.58
2010-11-18,13.59
2010-11-19,13.96
2010-11-22,13.95
2010-11-23,13.92
2010-11-24,13.86
2010-11-26,13.78
2010-11-29,13.67
2010-11-30,13.66
2010-12-01,13.77
2010-12-02,13.86
2010-12-03,13.8
2010-12-06,13.7
2010-12-07,13.71
2010-12-08,13.7
2010-12-09,12.96
2010-12-10,12.72
2010-12-13,12.71
2010-12-14,12.74
2010-12-15,12.4
2010-12-16,12.37
2010-12-17,12.4
2010-12-20,12.36
2010-12-21,12.48
2010-12-22,12.75
2010-12-23,12.84
2010-12-27,12.69
2010-12-28,12.85
2010-12-29,12.86
2010-12-30,12.86
2010-12-31,12.73
2011-01-03,12.84
2011-01-04,12.8
2011-01-05,13.08
2011-01-06,13.13
2011-01-07,13.2
2011-01-10,13.19
2011-01-11,13.26
2011-01-12,13.3
2011-01-13,13.22
2011-01-14,13.05
2011-01-18,12.96
2011-01-19,12.85
2011-01-20,12.8
2011-01-21,12.86
2011-01-24,12.7
2011-01-25,12.77
2011-01-26,12.97
2011-01-27,12.98
2011-01-28,12.88
2011-01-31,12.81
2011-02-01,13.07
2011-02-02,13.12
2011-02-03,13.03
2011-02-04,12.85
2011-02-07,12.98
2011-02-08,13.02
2011-02-09,13.11
2011-02-10,13.03
2011-02-11,13.1
2011-02-14,13.06
2011-02-15,13.01
2011-02-16,13.07
2011-02-17,12.99
2011-02-18,13.02
2011-02-22,12.9
2011-02-23,12.91
2011-02-24,12.96
2011-02-25,12.95
2011-02-28,13.04
2011-03-01,13.13
2011-03-02,13.22
2011-03-03,13.32
2011-03-04,13.35
2011-03-07,13.18
2011-03-08,13.13
2011-03-09,12.92
2011-03-10,12.92
2011-03-11,12.92
2011-03-14,12.76
2011-03-15,12.67
2011-03-16,12.39
2011-03-17,12.69
2011-03-18,12.73
2011-03-21,12.93
2011-03-22,12.81
2011-03-23,12.8
2011-03-24,12.83
2011-03-25,12.81
2011-03-28,12.89
2011-03-29,12.95
2011-03-30,12.95
2011-03-31,13.16
2011-04-01,12.99
2011-04-04,12.99
2011-04-05,12.9
2011-04-06,12.97
2011-04-07,12.97
2011-04-08,13.11
2011-04-11,13.16
2011-04-12,13.01
2011-04-13,12.99
2011-04-14,12.98
2011-04-15,13.3
2011-04-18,13.12
2011-04-19,13.09
2011-04-20,13.21
2011-04-21,13.22
2011-04-25,13.16
2011-04-26,13.3
2011-04-27,13.35
2011-04-28,13.55
2011-04-29,13.66
2011-05-02,13.75
2011-05-03,13.75
2011-05-04,13.72
2011-05-05,13.6
2011-05-06,13.75
2011-05-09,13.89
2011-05-10,14.04
2011-05-11,14.31
2011-05-12,14.31
2011-05-13,14.24
2011-05-16,14.37
2011-05-17,14.45
2011-05-18,14.6
2011-05-19,14.94
2011-05-20,15.01
2011-05-23,15.27
2011-05-24,15.01
2011-05-25,14.33
2011-05-26,14.46
2011-05-27,14.56
2011-05-31,14.83
2011-06-01,14.93
2011-06-02,15.05
2011-06-03,15.02
2011-06-06,14.91
2011-06-07,15.11
2011-06-08,14.9
2011-06-09,14.57
2011-06-10,13.85
2011-06-13,14.22
2011-06-14,14.31
2011-06-15,13.83
2011-06-16,13.72
2011-06-17,13.63
2011-06-20,13.79
2011-06-21,14.14
2011-06-22,14.1
2011-06-23,14.23
2011-06-24,14.05
2011-06-27,13.73
2011-06-28,13.89
2011-06-29,13.82
2011-06-30,13.85
2011-07-01,13.96
2011-07-05,13.83
2011-07-06,13.62
2011-07-07,13.63
2011-07-08,13.5
2011-07-11,13.47
2011-07-12,13.45
2011-07-13,13.39
2011-07-14,13.41
2011-07-15,13.48
2011-07-18,13.37
2011-07-19,13.31
2011-07-20,13.25
2011-07-21,13.43
2011-07-22,13.4
2011-07-25,13.12
2011-07-26,13.11
2011-07-27,12.68
2011-07-28,12.79
2011-07-29,12.78
2011-08-01,12.88
2011-08-02,12.66
2011-08-03,12.59
2011-08-04,12.2
2011-08-05,11.99
2011-08-08,11.38
2011-08-09,11.5
2011-08-10,11.39
2011-08-11,11.79
2011-08-12,12
2011-08-15,12.31
2011-08-16,12.19
2011-08-17,12.23
2011-08-18,11.96
2011-08-19,11.85
2011-08-22,11.77
2011-08-23,12.12
2011-08-24,12.34
2011-08-25,12.09
2011-08-26,12.21
2011-08-29,12.42
2011-08-30,12.27
2011-08-31,12.27
2011-09-01,12.35
2011-09-02,12.24
2011-09-06,12.17
2011-09-07,12.45
2011-09-08,11.93
2011-09-09,11.62
2011-09-12,11.61
2011-09-13,12
2011-09-14,12.2
2011-09-15,12.37
2011-09-16,12.43
2011-09-19,12.29
2011-09-20,12.53
2011-09-21,12.51
2011-09-22,12.35
2011-09-23,12.15
2011-09-26,12.19
2011-09-27,12.53
2011-09-28,12.48
2011-09-29,12.6
2011-09-30,12.25
2011-10-03,12.23
2011-10-04,12.02
2011-10-05,12.27
2011-10-06,12.4
2011-10-07,12.42
2011-10-10,12.43
2011-10-11,12.59
2011-10-12,12.51
2011-10-13,12.41
2011-10-14,12.49
2011-10-17,12.4
2011-10-18,12.46
2011-10-19,12.21
2011-10-20,12.16
2011-10-21,12.34
2011-10-24,12.46
2011-10-25,12.16
2011-10-26,12.07
2011-10-27,12.39
2011-10-28,12.48
2011-10-31,12.33
2011-11-01,12.28
2011-11-02,12.65
2011-11-03,12.66
2011-11-04,12.75
2011-11-07,12.8
2011-11-08,12.95
2011-11-09,12.69
2011-11-10,12.89
2011-11-11,13.09
2011-11-14,13.12
2011-11-15,13.18
2011-11-16,13.37
2011-11-17,13.14
2011-11-18,12.91
2011-11-21,12.67
2011-11-22,12.59
2011-11-23,12.29
2011-11-25,12.37
2011-11-28,12.3
2011-11-29,12.25
2011-11-30,12.57
2011-12-01,12.73
2011-12-02,13.28
2011-12-05,13.33
2011-12-06,13.24
2011-12-07,13.62
2011-12-08,12.98
2011-12-09,12.9
2011-12-12,12.49
2011-12-13,12.52
2011-12-14,12.35
2011-12-15,12.35
2011-12-16,12.39
2011-12-19,12.24
2011-12-20,12.4
2011-12-21,12.35
2011-12-22,12.51
2011-12-23,12.43
2011-12-27,12.4
2011-12-28,12.21
2011-12-29,12.28
2011-12-30,12.34
2012-01-03,12.43
2012-01-04,12.56
2012-01-05,12.6
2012-01-06,12.62
2012-01-09,12.54
2012-01-10,12.5
2012-01-11,12.64
2012-01-12,12.49
2012-01-13,12.44
2012-01-17,12.35
2012-01-18,12.47
2012-01-19,12.34
2012-01-20,12.39
2012-01-23,13.2
2012-01-24,13.34
2012-01-25,13.98
2012-01-26,14.02
2012-01-27,14.15
2012-01-30,14.16
2012-01-31,13.64
2012-02-01,13.33
2012-02-02,13.26
2012-02-03,13
2012-02-06,13.37
2012-02-07,13.39
2012-02-08,13.45
2012-02-09,13.5
2012-02-10,13.33
2012-02-13,13.4
2012-02-14,13.45
2012-02-15,13.4
2012-02-16,13.16
2012-02-17,13.36
2012-02-21,13.1
2012-02-22,13
2012-02-23,13
2012-02-24,13.23
2012-02-27,13.19
2012-02-28,13.21
2012-02-29,13.17
2012-03-01,13.2
2012-03-02,13.21
2012-03-05,13.17
2012-03-06,13.06
2012-03-07,13.18
2012-03-08,12.97
2012-03-09,12.91
2012-03-12,12.86
2012-03-13,13.08
2012-03-14,12.89
2012-03-15,12.84
2012-03-16,12.71
2012-03-19,12.79
2012-03-20,12.76
2012-03-21,12.81
2012-03-22,12.97
2012-03-23,12.69
2012-03-26,12.8
2012-03-27,12.83
2012-03-28,12.77
2012-03-29,12.82
2012-03-30,13.07
2012-04-02,13.2
2012-04-03,13.01
2012-04-04,12.91
2012-04-05,12.83
2012-04-09,12.56
2012-04-10,12.33
2012-04-11,12.32
2012-04-12,12.33
2012-04-13,12.25
2012-04-16,12.12
2012-04-17,12.36
2012-04-18,12.42
2012-04-19,12.34
2012-04-20,12.45
2012-04-23,12.35
2012-04-24,12.37
2012-04-25,12.46
2012-04-26,12.51
2012-04-27,12.6
2012-04-30,12.85
2012-05-01,13.16
2012-05-02,13.12
2012-05-03,12.94
2012-05-04,12.74
2012-05-07,12.75
2012-05-08,12.62
2012-05-09,12.68
2012-05-10,12.67
2012-05-11,12.86
2012-05-14,12.64
2012-05-15,12.39
2012-05-16,12.23
2012-05-17,11.8
2012-05-18,11.66
2012-05-21,11.64
2012-05-22,11.8
2012-05-23,11.81
2012-05-24,12.06
2012-05-25,11.94
2012-05-29,11.91
2012-05-30,11.78
2012-05-31,11.66
2012-06-01,11.5
2012-06-04,11.53
2012-06-05,11.56
2012-06-06,11.76
2012-06-07,11.45
2012-06-08,11.64
2012-06-11,11.62
2012-06-12,11.72
2012-06-13,11.63
2012-06-14,11.64
2012-06-15,11.67
2012-06-18,11.63
2012-06-19,11.61
2012-06-20,11.54
2012-06-21,11.43
2012-06-22,11.46
2012-06-25,11.45
2012-06-26,11.54
2012-06-27,11.66
2012-06-28,11.72
2012-06-29,11.93
2012-07-02,11.99
2012-07-03,12.07
2012-07-05,12.21
2012-07-06,12.12
2012-07-09,12.05
2012-07-10,12.17
2012-07-11,12.06
2012-07-12,12.3
2012-07-13,12.39
2012-07-16,12.41
2012-07-17,12.49
2012-07-18,12.4
2012-07-19,12.36
2012-07-20,12.14
2012-07-23,11.79
2012-07-24,11.86
2012-07-25,11.86
2012-07-26,12.03
2012-07-27,12.14
2012-07-30,12.21
2012-07-31,12.25
2012-08-01,12.27
2012-08-02,12.03
2012-08-03,12.14
2012-08-06,12.12
2012-08-07,12.08
2012-08-08,12.13
2012-08-09,12.13
2012-08-10,12.13
2012-08-13,12.17
2012-08-14,12.19
2012-08-15,12.24
2012-08-16,12.33
2012-08-17,12.28
2012-08-20,12.34
2012-08-21,12.32
2012-08-22,12.34
2012-08-23,12.38
2012-08-24,12.38
2012-08-27,12.42
2012-08-28,12.45
2012-08-29,12.45
2012-08-30,12.45
2012-08-31,12.6
2012-09-04,12.59
2012-09-05,12.68
2012-09-06,12.65
2012-09-07,12.77
2012-09-10,12.74
2012-09-11,12.88
2012-09-12,12.66
2012-09-13,12.8
2012-09-14,13
2012-09-17,13.04
2012-09-18,13.1
2012-09-19,13.18
2012-09-20,13.2
2012-09-21,13.17
2012-09-24,13.18
2012-09-25,13.35
2012-09-26,13.3
2012-09-27,13.18
2012-09-28,13.22
2012-10-01,13.23
2012-10-02,13.34
2012-10-03,13.46
2012-10-04,13.66
2012-10-05,13.59
2012-10-08,13.34
2012-10-09,12.89
2012-10-10,12.67
2012-10-11,12.79
2012-10-12,12.95
2012-10-15,13
2012-10-16,13.27
2012-10-17,13.28
