"Index","FFG.Close"
2014-06-04,0.00906
2014-06-05,0.01477
2014-06-06,0.01739
2014-06-09,-0.0035
2014-06-10,0.00611
2014-06-11,-0.01956
2014-06-12,-0.01701
2014-06-13,0.01301
2014-06-16,0.02444
2014-06-17,0.00239
2014-06-18,-0.00109
2014-06-19,0.0052
2014-06-20,0.01608
2014-06-23,-0.01932
2014-06-24,0.00411
2014-06-25,0.00774
2014-06-26,-0.00494
2014-06-27,-0.01693
2014-06-30,0.0072
2014-07-01,0.00564
2014-07-02,0.0013
2014-07-03,0.01052
2014-07-07,-0.01593
2014-07-08,-0.00457
2014-07-09,-0.00986
2014-07-10,-0.0104
2014-07-11,-0.00045
2014-07-14,0.00444
2014-07-15,-0.01159
2014-07-16,-0.00359
2014-07-17,-0.01382
2014-07-18,0.0201
2014-07-21,-0.0176
2014-07-22,0.00046
2014-07-23,-0.00182
2014-07-24,-0.00526
2014-07-25,-0.01013
2014-07-28,0.00485
2014-07-29,-0.00254
2014-07-30,0.00254
2014-07-31,-0.01485
2014-08-01,-0.00469
2014-08-04,0.02069
2014-08-05,0.00848
2014-08-06,0.00478
2014-08-07,0.00317
2014-08-08,0.00158
2014-08-11,-0.00068
2014-08-12,-9e-04
2014-08-13,0.01058
2014-08-14,-0.00404
2014-08-15,0.00493
2014-08-18,0.01796
2014-08-19,0.00613
2014-08-20,-0.01474
2014-08-21,0.01932
2014-08-22,-0.00109
2014-08-25,0.00608
2014-08-26,0.01268
2014-08-27,-0.01376
2014-08-28,0.00238
2014-08-29,0.0116
2014-09-02,0.00681
2014-09-03,-0.01002
2014-09-04,-0.00064
2014-09-05,-0.0071
2014-09-08,-0.00194
2014-09-09,-0.01
2014-09-10,-0.00241
2014-09-11,-0.00902
2014-09-12,-0.00532
2014-09-15,-0.00713
2014-09-16,0.00958
2014-09-17,-0.002
2014-09-18,0.00266
2014-09-19,-0.00022
2014-09-22,0.00265
2014-09-23,-0.0237
2014-09-24,0.01549
2014-09-25,-0.0029
2014-09-26,0.00067
2014-09-29,0.00401
2014-09-30,-0.00602
2014-10-01,-0.01715
2014-10-02,0.01894
2014-10-03,0.00134
2014-10-06,-0.00223
2014-10-07,-0.00336
2014-10-08,0.01734
2014-10-09,-0.00975
2014-10-10,0.0071
2014-10-13,0.02229
2014-10-14,0.01544
2014-10-15,0.00234
2014-10-16,0.00572
2014-10-17,0.00169
2014-10-20,-0.00655
2014-10-21,0.00318
2014-10-22,-0.00169
2014-10-23,0.00212
2014-10-24,0.0038
2014-10-27,0.00231
2014-10-28,0.02899
2014-10-29,0.00691
2014-10-30,0.00727
2014-10-31,-0.00242
2014-11-03,0.00362
2014-11-04,0.01496
2014-11-05,-0.00855
2014-11-06,0.00199
2014-11-07,0.01973
2014-11-10,0.01589
2014-11-11,-0.00212
2014-11-12,0.00883
2014-11-13,-0.00671
2014-11-14,-0.01336
2014-11-17,-0.00156
2014-11-18,-0.00882
2014-11-19,-0.0085
2014-11-20,0.01811
2014-11-21,-0.01315
2014-11-24,0.0217
2014-11-25,-0.00349
2014-11-26,0.00869
2014-11-28,-0.01103
2014-12-01,0.00078
2014-12-02,0.01159
2014-12-03,0.07333
2014-12-04,-0.02166
2014-12-05,-0.00751
2014-12-08,-0.00331
2014-12-09,-0.00407
2014-12-10,0.01598
2014-12-11,-0.00383
2014-12-12,-0.02388
2014-12-15,0.00654
2014-12-16,0.00112
2014-12-17,0.03346
2014-12-18,0.02258
2014-12-19,-0.02043
2014-12-22,0.00822
2014-12-23,0.00124
2014-12-24,0.00213
2014-12-26,0.00124
2014-12-29,0.00952
2014-12-30,0.01411
2014-12-31,0.00397
2015-01-02,-0.01546
2015-01-05,-0.01374
2015-01-06,-0.02971
2015-01-07,0.00474
2015-01-08,0.00236
2015-01-09,-0.0198
2015-01-12,-0.01061
2015-01-13,-0.00506
2015-01-14,-0.00831
2015-01-15,-0.00209
2015-01-16,0.0192
