"Index","APFC.Close"
2012-01-19,7.79
2012-01-20,7.83
2012-01-24,7.81
2012-01-26,7.85
2012-01-27,8.15
2012-01-30,8.09
2012-01-31,8
2012-02-01,7.9
2012-02-02,8.22
2012-02-03,8.15
2012-02-06,8
2012-02-07,8.16
2012-02-08,7.98
2012-02-09,8.16
2012-02-10,8.19
2012-02-13,8.09
2012-02-14,8
2012-02-15,7.99
2012-02-16,7.69
2012-02-17,7.81
2012-02-21,7.95
2012-02-22,8.07
2012-02-23,8.09
2012-02-24,7.82
2012-02-27,7.9
2012-02-28,7.94
2012-02-29,7.77
2012-03-01,7.78
2012-03-02,7.61
2012-03-05,7.64
2012-03-06,7.78
2012-03-07,7.46
2012-03-08,7.67
2012-03-09,7.64
2012-03-12,7.63
2012-03-13,7.54
2012-03-14,7.48
2012-03-15,7.56
2012-03-16,7.58
2012-03-19,7.51
2012-03-20,7.42
2012-03-21,7.4
2012-03-22,7.32
2012-03-23,7.3
2012-03-26,7.33
2012-03-27,7.27
2012-03-28,7.4
2012-03-29,7.43
2012-03-30,7.52
2012-04-02,7.6
2012-04-03,7.4
2012-04-04,7.72
2012-04-05,7.59
2012-04-09,7.66
2012-04-10,7.74
2012-04-11,7.56
2012-04-12,7.77
2012-04-13,7.72
2012-04-16,7.5
2012-04-17,7.5
2012-04-18,7.48
2012-04-19,7.67
2012-04-20,7.45
2012-04-23,7.47
2012-04-24,7.45
2012-04-25,7.65
2012-04-26,7.74
2012-04-27,7.76
2012-04-30,7.82
2012-05-01,7.74
2012-05-02,7.85
2012-05-03,7.82
2012-05-04,7.76
2012-05-07,8.05
2012-05-08,8
2012-05-09,8.06
2012-05-10,8
2012-05-11,8.02
2012-05-14,8
2012-05-15,7.96
2012-05-16,8.1
2012-05-17,8.11
2012-05-18,8.11
2012-05-21,8.15
2012-05-22,8.12
2012-05-23,8.31
2012-05-24,8.3
2012-05-25,8.42
2012-05-29,8.37
2012-05-30,8.36
2012-05-31,8.66
2012-06-01,8.28
2012-06-04,9.1
2012-06-05,9.29
2012-06-06,9.45
2012-06-07,9.12
2012-06-08,9.11
2012-06-11,9.25
2012-06-12,9.38
2012-06-13,9.23
2012-06-14,9.23
2012-06-15,9.11
2012-06-18,9.28
2012-06-19,9.12
2012-06-20,9.21
2012-06-21,9.21
2012-06-22,9.16
2012-06-25,9.25
2012-06-26,9.25
2012-06-27,9.26
2012-06-28,9.38
2012-06-29,10.48
2012-07-02,10.98
2012-07-03,10.83
2012-07-05,10.69
2012-07-06,10.81
2012-07-09,11
2012-07-10,10.1
2012-07-11,10.82
2012-07-12,10.69
2012-07-13,10.9
2012-07-16,10.65
2012-07-17,10.62
2012-07-18,10.8
2012-07-19,10.73
2012-07-20,10.47
2012-07-23,10.4
2012-07-24,10.28
2012-07-25,10
2012-07-26,10.44
2012-07-27,10.49
2012-07-30,10.02
2012-07-31,10.12
2012-08-01,10.25
2012-08-02,10.75
2012-08-03,10.12
2012-08-06,10.01
2012-08-07,10.05
2012-08-08,10.19
2012-08-09,10.25
2012-08-10,11.16
2012-08-13,12.2
2012-08-14,11.5
2012-08-15,11.56
2012-08-16,11.51
2012-08-17,11.17
2012-08-20,11.79
2012-08-21,11.5
2012-08-22,11.3
2012-08-23,10.87
2012-08-24,10.7
2012-08-27,10.52
2012-08-28,10.81
2012-08-29,10.81
2012-08-30,11.94
2012-08-31,12.07
2012-09-04,12.35
2012-09-05,12.85
2012-09-06,12.89
2012-09-07,11.91
2012-09-10,12.39
2012-09-11,12.58
2012-09-12,12.8
2012-09-13,12.35
2012-09-14,12.4
2012-09-17,12.3
2012-09-18,12.25
2012-09-19,12.1
2012-09-20,11.84
2012-09-21,11.73
2012-09-24,11.81
2012-09-25,11.75
2012-09-26,11.58
2012-09-27,11.68
2012-09-28,11.96
2012-10-01,11.97
2012-10-02,12.3
2012-10-03,12.1
2012-10-04,11.93
2012-10-05,12.18
2012-10-08,12.3
2012-10-09,12.51
2012-10-10,12.33
2012-10-11,12.7
2012-10-12,12.42
2012-10-15,12.61
2012-10-16,12.9
2012-10-17,12.86
2012-10-18,12.97
2012-10-19,12.9
2012-10-22,12.24
2012-10-23,12.29
2012-10-24,12.53
2012-10-25,12.37
2012-10-26,12.49
2012-10-31,13.22
2012-11-01,12.92
2012-11-02,12.88
2012-11-05,13.05
2012-11-06,12.89
2012-11-07,12.7
2012-11-08,11.8
2012-11-09,11.81
2012-11-12,12.31
2012-11-13,12.3
2012-11-14,11.9
2012-11-15,11.38
2012-11-16,11.26
2012-11-19,11.33
2012-11-20,11.37
2012-11-21,11.36
2012-11-23,11.27
2012-11-26,11.84
2012-11-27,11.9
2012-11-28,12.09
2012-11-29,11.87
2012-11-30,11.43
2012-12-03,11.33
2012-12-04,11.29
2012-12-05,11.51
2012-12-06,11.91
2012-12-07,12.2
2012-12-10,12.25
2012-12-11,11.93
2012-12-12,11.95
2012-12-13,11.53
2012-12-14,12.68
2012-12-17,12.9
2012-12-18,12.99
2012-12-19,13.18
2012-12-20,13
2012-12-21,13.23
2012-12-24,13.35
2012-12-26,13.95
2012-12-27,14.27
2012-12-28,14.33
2012-12-31,15.44
2013-01-02,17.26
2013-01-03,17.1
2013-01-04,17.25
2013-01-07,18.5
2013-01-08,18.17
2013-01-09,18.38
2013-01-10,18.25
2013-01-11,17.51
2013-01-14,18
2013-01-15,18.35
2013-01-16,17.68
2013-01-17,17.86
2013-01-18,18.09
2013-01-22,18.14
2013-01-23,18
2013-01-24,17.99
2013-01-25,18.04
2013-01-28,18.2
2013-01-29,18.1
2013-01-30,19.39
2013-01-31,19.68
2013-02-01,19.49
2013-02-04,19.57
2013-02-05,19.7
2013-02-06,19.13
2013-02-07,19.66
2013-02-08,19.43
2013-02-11,19.63
2013-02-12,19.24
2013-02-13,19.42
2013-02-14,19.8
2013-02-15,19.99
2013-02-19,20.53
2013-02-20,20.71
2013-02-21,21.05
2013-02-22,22.46
2013-02-25,22.86
2013-02-26,19.98
2013-02-27,19.16
2013-02-28,18.5
2013-03-01,18
2013-03-04,19.72
2013-03-05,20.92
2013-03-06,21.61
2013-03-07,20.73
2013-03-08,21.68
2013-03-11,21.29
2013-03-12,21.13
2013-03-13,21.64
2013-03-14,21.8
2013-03-15,21.33
2013-03-18,21.46
2013-03-19,22.49
2013-03-20,23.94
2013-03-21,23.05
2013-03-22,23.44
2013-03-25,23.48
2013-03-26,23.03
2013-03-27,22.9
2013-03-28,23.11
2013-04-01,23.75
2013-04-02,23.99
2013-04-03,23.1
2013-04-04,23.12
2013-04-05,23.3
2013-04-08,23.55
2013-04-09,23.72
2013-04-10,24.14
2013-04-11,23.74
2013-04-12,23.79
2013-04-15,22.77
2013-04-16,23.84
2013-04-17,22.23
2013-04-18,22.3
2013-04-19,22.17
2013-04-22,22.31
2013-04-23,23.72
2013-04-24,24.24
2013-04-25,24.41
2013-04-26,24.38
2013-04-29,24.5
2013-04-30,24.51
2013-05-01,23.74
2013-05-02,24
2013-05-03,24.6
2013-05-06,24.4
2013-05-07,24.07
2013-05-08,24.11
2013-05-09,23.87
2013-05-10,26.4
2013-05-13,27.42
2013-05-14,27.86
2013-05-15,27.88
2013-05-16,27.82
2013-05-17,27.49
2013-05-20,27.6
2013-05-21,27.68
2013-05-22,27.61
2013-05-23,27.75
2013-05-24,27.67
2013-05-28,27.93
2013-05-29,27.71
2013-05-30,27.67
2013-05-31,27.8
2013-06-03,27.47
2013-06-04,27.22
2013-06-05,25.83
2013-06-06,25.78
2013-06-07,27.02
2013-06-10,26.99
2013-06-11,26.05
2013-06-12,26.41
2013-06-13,26.35
2013-06-14,26.97
2013-06-17,27.43
2013-06-18,27.7
2013-06-19,27.4
2013-06-20,27.65
2013-06-21,27.72
2013-06-24,27.81
2013-06-25,27.83
2013-06-26,28.02
2013-06-27,28.6
2013-06-28,28.35
2013-07-01,28.35
2013-07-02,28.34
2013-07-03,28.26
2013-07-05,29.05
2013-07-08,29.6
2013-07-09,30
2013-07-10,30.03
2013-07-11,30.05
2013-07-12,30.1
2013-07-15,29.97
2013-07-16,30.27
2013-07-17,30.64
2013-07-18,32.02
2013-07-19,33.74
2013-07-22,34.04
2013-07-23,35.71
2013-07-24,35.24
2013-07-25,35.91
2013-07-26,35.29
2013-07-29,35.04
2013-07-30,35.45
2013-07-31,36.37
2013-08-01,37.18
2013-08-02,37.18
2013-08-05,37.02
2013-08-06,36.45
2013-08-07,36.13
2013-08-08,41.79
2013-08-09,42.87
2013-08-12,45
2013-08-13,46.56
2013-08-14,46.32
2013-08-15,41.81
2013-08-16,43.91
2013-08-19,44.18
2013-08-20,46.45
2013-08-21,47.18
2013-08-22,49.77
2013-08-23,48.89
2013-08-26,49.21
2013-08-27,47.51
2013-08-28,48.92
2013-08-29,50.99
2013-08-30,48.99
2013-09-03,50.97
2013-09-04,50.93
2013-09-05,50.8
2013-09-06,49.91
2013-09-09,49.9
2013-09-10,50.91
2013-09-11,50.92
2013-09-12,49.26
2013-09-13,48.99
2013-09-16,50.32
2013-09-17,49.8
2013-09-18,50.31
2013-09-19,52.63
2013-09-20,51.76
2013-09-23,51.24
2013-09-24,52.54
2013-09-25,52.08
2013-09-26,52.98
2013-09-27,52.53
2013-09-30,54.76
2013-10-01,54.99
2013-10-02,55
2013-10-03,53.09
2013-10-04,58.2
2013-10-07,53.64
2013-10-08,46.35
2013-10-09,43.58
2013-10-10,49.32
2013-10-11,50.1
2013-10-14,51.62
2013-10-15,52
2013-10-16,51.81
2013-10-17,53.09
2013-10-18,53.82
2013-10-21,53.57
2013-10-22,53.14
2013-10-23,50.85
2013-10-24,52.39
2013-10-25,51.13
2013-10-28,50.13
2013-10-29,45.89
2013-10-30,46.17
2013-10-31,45.52
2013-11-01,43.79
2013-11-04,46.33
2013-11-05,45.43
2013-11-06,42.1
2013-11-07,40.36
2013-11-08,42.7
2013-11-11,40.55
2013-11-12,40.13
2013-11-13,41.21
2013-11-14,41.25
2013-11-15,39.94
2013-11-18,38.58
2013-11-19,39.11
2013-11-20,37.71
2013-11-21,41
2013-11-22,41.74
2013-11-25,39.86
2013-11-26,41.32
2013-11-27,41.59
2013-11-29,41.35
2013-12-02,40.8
2013-12-03,40.25
2013-12-04,39.87
2013-12-05,39.76
2013-12-06,40.89
2013-12-09,42.48
2013-12-10,40.19
2013-12-11,39.35
2013-12-12,39.41
2013-12-13,38.47
2013-12-16,40.09
2013-12-17,40.52
2013-12-18,39.38
2013-12-19,38.29
2013-12-20,40.4
2013-12-23,40.58
2013-12-24,40.25
2013-12-26,40.43
2013-12-27,41.02
2013-12-30,40.88
2013-12-31,37.26
2014-01-02,37.51
2014-01-03,39.28
2014-01-06,38.35
2014-01-07,39.17
2014-01-08,39.36
2014-01-09,39.12
2014-01-10,46.48
2014-01-13,46.35
2014-01-14,46.32
2014-01-15,46.32
2014-01-16,46.32
2014-01-17,46.32
2014-01-21,46.36
2014-01-22,46.33
2014-01-23,46.43
2014-01-24,46.45
2014-01-27,46.35
2014-01-28,46.42
2014-01-29,46.31
2014-01-30,46.31
2014-01-31,46.43
2014-02-03,46.33
2014-02-04,46.41
2014-02-05,46.41
2014-02-06,46.43
2014-02-07,46.44
2014-02-10,46.34
2014-02-11,46.38
2014-02-12,46.39
2014-02-13,46.44
2014-02-14,46.41
2014-02-18,46.44
2014-02-19,46.42
2014-02-20,46.41
2014-02-21,46.41
2014-02-24,46.39
2014-02-25,46.49
2014-02-26,46.47
