"Index","ASCA.Close"
2012-01-06,17.35
2012-01-09,17.56
2012-01-10,18.27
2012-01-11,18.71
2012-01-12,19.04
2012-01-13,18.98
2012-01-17,19.39
2012-01-18,19.89
2012-01-19,20.57
2012-01-20,19.78
2012-01-23,19.65
2012-01-24,19.67
2012-01-25,19.7
2012-01-26,19.82
2012-01-27,19.81
2012-01-30,19.87
2012-01-31,19.56
2012-02-01,20.94
2012-02-02,20.42
2012-02-03,20.49
2012-02-06,20.47
2012-02-07,20.49
2012-02-08,20.29
2012-02-09,20.2
2012-02-10,20.27
2012-02-13,20.31
2012-02-14,20.29
2012-02-15,20.16
2012-02-16,20.5
2012-02-17,20.51
2012-02-21,20.48
2012-02-22,20.46
2012-02-23,20.47
2012-02-24,20.53
2012-02-27,20.2
2012-02-28,19.95
2012-02-29,19.84
2012-03-01,19.81
2012-03-02,19.54
2012-03-05,19.43
2012-03-06,18.82
2012-03-07,19.34
2012-03-08,19.62
2012-03-09,20.07
2012-03-12,19.69
2012-03-13,20.39
2012-03-14,20.93
2012-03-15,21.02
2012-03-16,20.6
2012-03-19,20.75
2012-03-20,20.41
2012-03-21,19.95
2012-03-22,19.5
2012-03-23,19.15
2012-03-26,19.51
2012-03-27,19.46
2012-03-28,19.02
2012-03-29,19.03
2012-03-30,18.63
2012-04-02,18.67
2012-04-03,18.5
2012-04-04,18.31
2012-04-05,18.45
2012-04-09,18.26
2012-04-10,17.99
2012-04-11,17.95
2012-04-12,18.11
2012-04-13,18
2012-04-16,18.5
2012-04-17,18.62
2012-04-18,18.4
2012-04-19,18.43
2012-04-20,19
2012-04-23,18.56
2012-04-24,18.4
2012-04-25,18.17
2012-04-26,18.37
2012-04-27,18.3
2012-04-30,17.98
2012-05-01,18.05
2012-05-02,19.76
2012-05-03,19.7
2012-05-04,19.25
2012-05-07,19.17
2012-05-08,18.88
2012-05-09,18.76
2012-05-10,19.39
2012-05-11,18.78
2012-05-14,18.15
2012-05-15,18.71
2012-05-16,18.78
2012-05-17,18.22
2012-05-18,18.12
2012-05-21,18.44
2012-05-22,18.32
2012-05-23,18.37
2012-05-24,18.29
2012-05-25,18.42
2012-05-29,18.61
2012-05-30,18.41
2012-05-31,18.7
2012-06-01,17.81
2012-06-04,17.84
2012-06-05,18.08
2012-06-06,18.8
2012-06-07,18.86
2012-06-08,18.96
2012-06-11,18.5
2012-06-12,18.66
2012-06-13,18.19
2012-06-14,18.35
2012-06-15,18.38
2012-06-18,18.37
2012-06-19,18.69
2012-06-20,18.47
2012-06-21,18.43
2012-06-22,18.55
2012-06-25,18.24
2012-06-26,18.01
2012-06-27,17.64
2012-06-28,17.56
2012-06-29,17.77
2012-07-02,17.82
2012-07-03,17.94
2012-07-05,17.95
2012-07-06,18.06
2012-07-09,17.95
2012-07-10,17.85
2012-07-11,17.68
2012-07-12,17.66
2012-07-13,17.46
2012-07-16,17.11
2012-07-17,17.34
2012-07-18,17.39
2012-07-19,17.43
2012-07-20,17.36
2012-07-23,17.05
2012-07-24,16.77
2012-07-25,16.68
2012-07-26,16.49
2012-07-27,17.06
2012-07-30,16.76
2012-07-31,16.87
2012-08-01,16.05
2012-08-02,15.98
2012-08-03,16
2012-08-06,16.62
2012-08-07,16.99
2012-08-08,17.07
2012-08-09,17.18
2012-08-10,17.32
2012-08-13,17.03
2012-08-14,17.09
2012-08-15,17.19
2012-08-16,17.38
2012-08-17,17.25
2012-08-20,17.23
2012-08-21,17.36
2012-08-22,17.28
2012-08-23,16.96
2012-08-24,16.93
2012-08-27,16.87
2012-08-28,16.87
2012-08-29,16.98
2012-08-30,16.68
2012-08-31,16.85
2012-09-04,16.82
2012-09-05,16.7
2012-09-06,16.99
2012-09-07,16.96
2012-09-10,17
2012-09-11,17.1
2012-09-12,17.15
2012-09-13,17.35
2012-09-14,17.4
2012-09-17,17.54
2012-09-18,17.41
2012-09-19,17.55
2012-09-20,17.51
2012-09-21,17.73
2012-09-24,17.79
2012-09-25,17.71
2012-09-26,17.64
2012-09-27,17.89
2012-09-28,17.8
2012-10-01,18.07
2012-10-02,17.97
2012-10-03,17.92
2012-10-04,17.79
2012-10-05,17.8
2012-10-08,17.84
2012-10-09,17.59
2012-10-10,17.66
2012-10-11,17.79
2012-10-12,17.8
2012-10-15,17.93
2012-10-16,18.15
2012-10-17,18.73
2012-10-18,18.62
2012-10-19,18.35
2012-10-22,18.49
2012-10-23,18.17
2012-10-24,18.21
2012-10-25,18.62
2012-10-26,18.56
2012-10-31,18.25
2012-11-01,18.31
2012-11-02,18.15
2012-11-05,18.29
2012-11-06,18.35
2012-11-07,17.74
2012-11-08,17.59
2012-11-09,17.6
2012-11-12,17.36
2012-11-13,17.21
2012-11-14,16.86
2012-11-15,16.85
2012-11-16,19.52
2012-11-19,19.15
2012-11-20,18.76
2012-11-21,18.81
2012-11-23,18.8
2012-11-26,18.9
2012-11-27,18.73
2012-11-28,19.44
2012-11-29,20
2012-11-30,19.9
2012-12-03,20.44
2012-12-04,20.26
2012-12-05,19.99
2012-12-06,20.15
2012-12-07,20.17
2012-12-10,20.6
2012-12-11,20.55
2012-12-12,20.69
2012-12-13,20.74
2012-12-14,20.73
2012-12-17,21.56
2012-12-18,22.1
2012-12-19,21.91
2012-12-20,22.07
2012-12-21,26.5
2012-12-24,26.56
2012-12-26,26.44
2012-12-27,26.27
2012-12-28,26.25
2012-12-31,26.24
2013-01-02,26.5
2013-01-03,26.49
2013-01-04,26.52
2013-01-07,26.55
2013-01-08,26.61
2013-01-09,26.6
2013-01-10,26.78
2013-01-11,26.83
2013-01-14,26.82
2013-01-15,26.82
2013-01-16,26.98
2013-01-17,27.07
2013-01-18,26.95
2013-01-22,26.75
2013-01-23,26.8
2013-01-24,26.76
2013-01-25,26.74
2013-01-28,26.64
2013-01-29,26.59
2013-01-30,26.58
2013-01-31,26.5
2013-02-01,26.38
2013-02-04,26.48
2013-02-05,26.46
2013-02-06,26.32
2013-02-07,26.42
2013-02-08,26.35
2013-02-11,26.39
2013-02-12,26.46
2013-02-13,26.49
2013-02-14,26.48
2013-02-15,26.38
2013-02-19,26.38
2013-02-20,26.25
2013-02-21,26.26
2013-02-22,26.3
2013-02-25,26.26
2013-02-26,26.18
2013-02-27,26.18
2013-02-28,26.2
2013-03-01,26.3
2013-03-04,26.28
2013-03-05,26.23
2013-03-06,26.29
2013-03-07,26.25
2013-03-08,26.29
2013-03-11,26.27
2013-03-12,26.23
2013-03-13,26.26
2013-03-14,26.35
2013-03-15,26.21
2013-03-18,26.17
2013-03-19,26.15
2013-03-20,26.16
2013-03-21,26.18
2013-03-22,26.21
2013-03-25,26.26
2013-03-26,26.24
2013-03-27,26.25
2013-03-28,26.23
2013-04-01,26.22
2013-04-02,26.25
2013-04-03,26.26
2013-04-04,26.37
2013-04-05,26.41
2013-04-08,26.33
2013-04-09,26.29
2013-04-10,26.32
2013-04-11,26.29
2013-04-12,26.31
2013-04-15,26.23
2013-04-16,26.4
2013-04-17,26.32
2013-04-18,26.35
2013-04-19,26.35
2013-04-22,26.3
2013-04-23,26.4
2013-04-24,26.4
2013-04-25,26.34
2013-04-26,26.31
2013-04-29,26.37
2013-04-30,26.39
2013-05-01,26.33
2013-05-02,26.36
2013-05-03,26.37
2013-05-06,26.34
2013-05-07,26.37
2013-05-08,26.4
2013-05-09,26.39
2013-05-10,26.4
2013-05-13,26.41
2013-05-14,26.41
2013-05-15,26.41
2013-05-16,26.37
2013-05-17,26.44
2013-05-20,26.44
2013-05-21,26.46
2013-05-22,26.44
2013-05-23,26.43
2013-05-24,26.41
2013-05-28,26.42
2013-05-29,25.91
2013-05-30,26.01
2013-05-31,26.2
2013-06-03,26.28
2013-06-04,26.23
2013-06-05,26.21
2013-06-06,26.22
2013-06-07,26.21
2013-06-10,26.2
2013-06-11,26.2
2013-06-12,26.2
2013-06-13,26.25
2013-06-14,26.2
2013-06-17,26.39
2013-06-18,26.36
2013-06-19,26.33
2013-06-20,26.3
2013-06-21,26.37
2013-06-24,26.34
2013-06-25,26.34
2013-06-26,26.26
2013-06-27,26.32
2013-06-28,26.29
2013-07-01,26.37
2013-07-02,26.4
2013-07-03,26.4
2013-07-05,26.4
2013-07-08,26.48
2013-07-09,26.41
2013-07-10,26.42
2013-07-11,26.45
2013-07-12,26.43
2013-07-15,26.44
2013-07-16,26.45
2013-07-17,26.38
2013-07-18,26.38
2013-07-19,26.44
2013-07-22,26.43
2013-07-23,26.45
2013-07-24,26.45
2013-07-25,26.45
2013-07-26,26.45
2013-07-29,26.44
2013-07-30,26.47
2013-07-31,26.46
2013-08-01,26.46
2013-08-02,26.46
2013-08-05,26.47
2013-08-06,26.44
2013-08-07,26.45
2013-08-08,26.47
2013-08-09,26.47
2013-08-12,26.47
2013-08-13,26.5
